timestamp,symbol,bid_price_1,ask_price_1,bid_size_1,ask_size_1,bid_price_2,ask_price_2,bid_size_2,ask_size_2,bid_price_3,ask_price_3,bid_size_3,ask_size_3,bid_price_4,ask_price_4,bid_size_4,ask_size_4,bid_price_5,ask_price_5,bid_size_5,ask_size_5,bid_price_6,ask_price_6,bid_size_6,ask_size_6,bid_price_7,ask_price_7,bid_size_7,ask_size_7,bid_price_8,ask_price_8,bid_size_8,ask_size_8,bid_price_9,ask_price_9,bid_size_9,ask_size_9,bid_price_10,ask_price_10,bid_size_10,ask_size_10
2024-01-01 09:30:00.000,SYNTH,149.9672,149.9872,99,439,149.9572,149.9972,293,606,149.9472,150.0072,1171,805,149.9372,150.0172,394,1954,149.9272,150.0272,2309,2280,149.9172,150.0372,866,1140,149.9072,150.0472,880,566,149.8972,150.0572,1758,3121,149.8872,150.0672,4225,1097,149.8772,150.0772,3655,4023
2024-01-01 09:30:00.100,SYNTH,149.9564,149.9764,334,484,149.9464,149.9864,856,888,149.9364,149.9964,1161,205,149.9264,150.0064,1695,1732,149.9164,150.0164,2024,611,149.9064,150.0264,2670,2353,149.8964,150.0364,3469,3243,149.8864,150.0464,2359,922,149.8764,150.0564,3475,1757,149.8664,150.0664,1820,4930
2024-01-01 09:30:00.200,SYNTH,149.939,149.959,428,413,149.929,149.969,413,323,149.919,149.979,845,684,149.909,149.989,1642,502,149.899,149.999,1195,1952,149.889,150.009,734,2465,149.879,150.019,3332,848,149.869,150.029,2699,3742,149.859,150.039,2106,3101,149.849,150.049,2352,4560
2024-01-01 09:30:00.300,SYNTH,149.9608,149.9808,240,300,149.9508,149.9908,180,780,149.9408,150.0008,633,830,149.9308,150.0108,967,397,149.9208,150.0208,306,1697,149.9108,150.0308,851,2426,149.9008,150.0408,1758,1832,149.8908,150.0508,3762,2274,149.8808,150.0608,3311,2535,149.8708,150.0708,2196,1046
2024-01-01 09:30:00.400,SYNTH,149.9774,149.9974,308,275,149.9674,150.0074,827,877,149.9574,150.0174,155,1075,149.9474,150.0274,1191,551,149.9374,150.0374,1892,2490,149.9274,150.0474,1051,1348,149.9174,150.0574,1205,2906,149.9074,150.0674,1404,2759,149.8974,150.0774,1345,1337,149.8874,150.0874,2650,1156
2024-01-01 09:30:00.500,SYNTH,149.9343,149.9543,80,335,149.9243,149.9643,584,426,149.9143,149.9743,790,905,149.9043,149.9843,991,551,149.8943,149.9943,1075,810,149.8843,150.0043,1529,719,149.8743,150.0143,2117,1300,149.8643,150.0243,2209,1906,149.8543,150.0343,3214,3276,149.8443,150.0443,2011,3672
2024-01-01 09:30:00.600,SYNTH,149.9338,149.9538,168,486,149.9238,149.9638,265,449,149.9138,149.9738,717,955,149.9038,149.9838,910,1153,149.8938,149.9938,1283,679,149.8838,150.0038,2460,631,149.8738,150.0138,1367,1667,149.8638,150.0238,695,2568,149.8538,150.0338,2332,1670,149.8438,150.0438,4409,2514
2024-01-01 09:30:00.700,SYNTH,149.924,149.944,380,70,149.914,149.954,565,920,149.904,149.964,649,656,149.894,149.974,1245,980,149.884,149.984,1021,1101,149.874,149.994,2996,1491,149.864,150.004,1037,2414,149.854,150.014,1480,933,149.844,150.024,1847,1195,149.834,150.034,3292,4348
2024-01-01 09:30:00.800,SYNTH,149.9607,149.9807,152,370,149.9507,149.9907,159,197,149.9407,150.0007,231,747,149.9307,150.0107,910,813,149.9207,150.0207,323,272,149.9107,150.0307,1593,2356,149.9007,150.0407,3264,1116,149.8907,150.0507,3722,981,149.8807,150.0607,2006,4288,149.8707,150.0707,3508,2530
2024-01-01 09:30:00.900,SYNTH,149.9759,149.9959,355,111,149.9659,150.0059,674,926,149.9559,150.0159,638,344,149.9459,150.0259,1996,720,149.9359,150.0359,809,1834,149.9259,150.0459,1685,762,149.9159,150.0559,1329,1200,149.9059,150.0659,3164,3773,149.8959,150.0759,1698,3362,149.8859,150.0859,1120,4732
2024-01-01 09:30:01.000,SYNTH,149.9727,149.9927,89,226,149.9627,150.0027,323,412,149.9527,150.0127,347,743,149.9427,150.0227,333,1804,149.9327,150.0327,1144,1755,149.9227,150.0427,1491,1868,149.9127,150.0527,582,3365,149.9027,150.0627,597,3169,149.8927,150.0727,3183,1675,149.8827,150.0827,1530,3934
2024-01-01 09:30:01.100,SYNTH,150.0176,150.0376,340,143,150.0076,150.0476,519,610,149.9976,150.0576,606,1498,149.9876,150.0676,212,452,149.9776,150.0776,1828,810,149.9676,150.0876,543,1810,149.9576,150.0976,752,2566,149.9476,150.1076,1292,1362,149.9376,150.1176,2352,4386,149.9276,150.1276,2871,1677
2024-01-01 09:30:01.200,SYNTH,150.0245,150.0445,219,323,150.0145,150.0545,477,148,150.0045,150.0645,381,721,149.9945,150.0745,907,595,149.9845,150.0845,403,1168,149.9745,150.0945,2576,1867,149.9645,150.1045,1223,740,149.9545,150.1145,3854,3667,149.9445,150.1245,2249,2697,149.9345,150.1345,1613,1769
2024-01-01 09:30:01.300,SYNTH,150.0498,150.0698,124,73,150.0398,150.0798,291,461,150.0298,150.0898,1371,1402,150.0198,150.0998,1671,238,150.0098,150.1098,386,451,149.9998,150.1198,1393,697,149.9898,150.1298,2235,1544,149.9798,150.1398,2231,3122,149.9698,150.1498,2923,576,149.9598,150.1598,1411,1248
2024-01-01 09:30:01.400,SYNTH,150.0617,150.0817,226,181,150.0517,150.0917,864,872,150.0417,150.1017,1278,786,150.0317,150.1117,1732,405,150.0217,150.1217,496,454,150.0117,150.1317,1157,2275,150.0017,150.1417,364,508,149.9917,150.1517,1745,2777,149.9817,150.1617,816,2726,149.9717,150.1717,4101,4825
2024-01-01 09:30:01.500,SYNTH,150.0391,150.0591,156,357,150.0291,150.0691,779,222,150.0191,150.0791,1301,1103,150.0091,150.0891,959,902,149.9991,150.0991,1591,1500,149.9891,150.1091,2973,2636,149.9791,150.1191,1424,2761,149.9691,150.1291,604,1220,149.9591,150.1391,555,4171,149.9491,150.1491,4372,3277
